Position	Counts A	Counts B	Counts AB
0.01000000	7130.00000000	0.00000000	0.00000000
0.02000000	7252.00000000	0.00000000	0.00000000
0.03000000	7252.00000000	0.00000000	0.00000000
0.04000000	14259.00000000	0.00000000	0.00000000
0.05000000	7130.00000000	0.00000000	0.00000000
0.05999999	7006.00000000	0.00000000	0.00000000
0.06999999	7129.00000000	0.00000000	0.00000000
0.07999999	7253.00000000	0.00000000	0.00000000
0.08999999	7129.00000000	0.00000000	0.00000000
0.09999999	7130.00000000	0.00000000	0.00000000
0.10999998	7375.00000000	0.00000000	0.00000000
0.11999998	7375.00000000	0.00000000	0.00000000
0.12999998	7253.00000000	0.00000000	0.00000000
0.13999999	7129.00000000	0.00000000	0.00000000
0.14999999	7253.00000000	0.00000000	0.00000000
0.16000000	7129.00000000	0.00000000	0.00000000
0.17000000	7253.00000000	0.00000000	0.00000000
0.18000001	7375.00000000	0.00000000	0.00000000
0.19000001	7130.00000000	0.00000000	0.00000000
0.20000002	7129.00000000	0.00000000	0.00000000
0.21000002	7252.00000000	0.00000000	0.00000000
0.22000003	7130.00000000	0.00000000	0.00000000
0.23000003	7129.00000000	0.00000000	0.00000000
0.24000004	7130.00000000	0.00000000	0.00000000
0.25000003	7252.00000000	0.00000000	0.00000000
0.26000002	7252.00000000	0.00000000	0.00000000
0.27000001	7253.00000000	0.00000000	0.00000000
0.28000000	7375.00000000	0.00000000	0.00000000
0.28999999	7253.00000000	0.00000000	0.00000000
0.29999998	7129.00000000	0.00000000	0.00000000
0.30999997	7130.00000000	0.00000000	0.00000000
0.31999996	7252.00000000	0.00000000	0.00000000
0.32999995	7130.00000000	0.00000000	0.00000000
0.33999994	7129.00000000	0.00000000	0.00000000
0.34999993	7129.00000000	0.00000000	0.00000000
0.35999992	7253.00000000	0.00000000	0.00000000
0.36999992	7006.00000000	0.00000000	0.00000000
0.37999991	7007.00000000	0.00000000	0.00000000
0.38999990	7129.00000000	0.00000000	0.00000000
0.39999989	7375.00000000	0.00000000	0.00000000
0.40999988	7375.00000000	0.00000000	0.00000000
