Position	Counts A	Counts B	Counts AB
0.01000000	7130.00000000	0.00000000	0.00000000
0.02000000	7129.00000000	0.00000000	0.00000000
0.03000000	7253.00000000	0.00000000	0.00000000
0.04000000	7129.00000000	0.00000000	0.00000000
0.05000000	7130.00000000	0.00000000	0.00000000
0.05999999	7006.00000000	0.00000000	0.00000000
0.06999999	7129.00000000	0.00000000	0.00000000
0.07999999	7376.00000000	0.00000000	0.00000000
0.08999999	7252.00000000	0.00000000	0.00000000
0.09999999	7007.00000000	0.00000000	0.00000000
0.10999998	7129.00000000	0.00000000	0.00000000
0.11999998	7006.00000000	0.00000000	0.00000000
0.12999998	7130.00000000	0.00000000	0.00000000
0.13999999	7129.00000000	0.00000000	0.00000000
0.14999999	7253.00000000	0.00000000	0.00000000
0.16000000	7129.00000000	0.00000000	0.00000000
0.17000000	7130.00000000	0.00000000	0.00000000
0.18000001	7129.00000000	0.00000000	0.00000000
0.19000001	7253.00000000	0.00000000	0.00000000
0.20000002	7129.00000000	0.00000000	0.00000000
0.21000002	7006.00000000	0.00000000	0.00000000
0.22000003	7130.00000000	0.00000000	0.00000000
0.23000003	7006.00000000	0.00000000	0.00000000
0.24000004	7130.00000000	0.00000000	0.00000000
0.25000003	12169.00000000	0.00000000	0.00000000
0.26000002	7130.00000000	0.00000000	0.00000000
0.27000001	7129.00000000	0.00000000	0.00000000
0.28000000	7007.00000000	0.00000000	0.00000000
0.28999999	7375.00000000	0.00000000	0.00000000
0.29999998	7252.00000000	0.00000000	0.00000000
0.30999997	7007.00000000	0.00000000	0.00000000
0.31999996	7006.00000000	0.00000000	0.00000000
0.32999995	7130.00000000	0.00000000	0.00000000
0.33999994	7129.00000000	0.00000000	0.00000000
0.34999993	7252.00000000	0.00000000	0.00000000
0.35999992	7007.00000000	0.00000000	0.00000000
0.36999992	7130.00000000	0.00000000	0.00000000
0.37999991	7252.00000000	0.00000000	0.00000000
0.38999990	7129.00000000	0.00000000	0.00000000
0.39999989	7253.00000000	0.00000000	0.00000000
0.40999988	7129.00000000	0.00000000	0.00000000
0.41999987	7130.00000000	0.00000000	0.00000000
0.42999986	7129.00000000	0.00000000	0.00000000
0.43999985	7129.00000000	0.00000000	0.00000000
0.44999984	7007.00000000	0.00000000	0.00000000
0.45999983	7129.00000000	0.00000000	0.00000000
0.46999982	7130.00000000	0.00000000	0.00000000
0.47999981	11677.00000000	0.00000000	0.00000000
0.48999980	7130.00000000	0.00000000	0.00000000
0.49999979	7129.00000000	0.00000000	0.00000000
0.50999981	7130.00000000	0.00000000	0.00000000
0.51999980	7252.00000000	0.00000000	0.00000000
0.52999979	7129.00000000	0.00000000	0.00000000
0.53999978	7130.00000000	0.00000000	0.00000000
0.54999977	7129.00000000	0.00000000	0.00000000
0.55999976	7130.00000000	0.00000000	0.00000000
0.56999975	7129.00000000	0.00000000	0.00000000
0.57999974	7129.00000000	0.00000000	0.00000000
0.58999974	7253.00000000	0.00000000	0.00000000
0.59999973	7129.00000000	0.00000000	0.00000000
0.60999972	7252.00000000	0.00000000	0.00000000
0.61999971	7252.00000000	0.00000000	0.00000000
0.62999970	7253.00000000	0.00000000	0.00000000
0.63999969	7129.00000000	0.00000000	0.00000000
0.64999968	7130.00000000	0.00000000	0.00000000
0.65999967	7129.00000000	0.00000000	0.00000000
0.66999966	7129.00000000	0.00000000	0.00000000
0.67999965	7130.00000000	0.00000000	0.00000000
0.68999964	7129.00000000	0.00000000	0.00000000
0.69999963	7007.00000000	0.00000000	0.00000000
0.70999962	7375.00000000	0.00000000	0.00000000
